concept_id_1,concept_name,parent_omop_id,parent_name,status
73042,Open fracture finger middle phalanx,4174010,Fracture of middle phalanx of finger,gs_only
73042,Open fracture finger middle phalanx,4032634,Open fracture of middle AND/OR proximal phalanx of finger,gs_only
73042,Open fracture finger middle phalanx,4067970,Open fracture of phalanx of finger,gs_only
73042,Open fracture finger middle phalanx,45772708,Open fracture of middle phalanx of little finger,predicted_only
73042,Open fracture finger middle phalanx,760013,Open fracture of phalanx of left little finger,predicted_only
73609,Open fracture of clavicle,4237458,Fracture of clavicle,gs_only
73609,Open fracture of clavicle,4050089,Open wound of front wall of thorax,gs_only
73609,Open fracture of clavicle,4167912,Shoulder fracture - open,gs_only
73609,Open fracture of clavicle,1245429,Fracture of right clavicle,predicted_only
73609,Open fracture of clavicle,73609,Open fracture of clavicle,predicted_only
73616,Open fracture of lunate bone of wrist,4063560,Fracture of lunate bone of wrist,gs_only
73616,Open fracture of lunate bone of wrist,74772,Open fracture of carpal bone,gs_only
73616,Open fracture of lunate bone of wrist,4136570,Fracture dislocation of lunate,predicted_only
73616,Open fracture of lunate bone of wrist,4168335,Wound,predicted_only
73888,Open fracture of navicular bone of foot,4134337,Fracture of navicular,gs_only
73888,Open fracture of navicular bone of foot,4180748,Open fracture of tarsal bone,gs_only
73888,Open fracture of navicular bone of foot,42536862,Fracture of medial cuneiform,predicted_only
73888,Open fracture of navicular bone of foot,440557,Open fracture of cuneiform bone of foot,predicted_only
73888,Open fracture of navicular bone of foot,73888,Open fracture of navicular bone of foot,predicted_only
72460,Open fracture of seven ribs,78574,Open fracture of multiple ribs,both
72460,Open fracture of seven ribs,4032308,Fracture of seven ribs,gs_only
26823,Oral phase dysphagia,4042502,Disease of mouth,both
26823,Oral phase dysphagia,4022570,Oral cavity finding,both
26823,Oral phase dysphagia,31317,Dysphagia,gs_only
74080,Orthostatic proteinuria,4128528,Asymptomatic proteinuria,gs_only
74080,Orthostatic proteinuria,75650,Proteinuria,predicted_only
72405,Osteoarthritis of shoulder region,40484571,Disorder of joint of shoulder region,gs_only
72405,Osteoarthritis of shoulder region,80180,Osteoarthritis,gs_only
25748,Overlapping malignant neoplasm of esophagus,4181343,Malignant tumor of esophagus,gs_only
25748,Overlapping malignant neoplasm of esophagus,197227,Overlapping malignant neoplasm of gastrointestinal tract,gs_only
25748,Overlapping malignant neoplasm of esophagus,25748,Overlapping malignant neoplasm of esophagus,predicted_only
22839,Overlapping malignant neoplasm of larynx,4178968,Malignant tumor of larynx,both
22839,Overlapping malignant neoplasm of larynx,4095312,Malignant tumor of nasopharynx,predicted_only
28356,Overlapping malignant neoplasm of major salivary gland,4181333,Malignant tumor of major salivary gland,both
28356,Overlapping malignant neoplasm of major salivary gland,439685,Malignant neoplasm of overlapping sites of digestive system,gs_only
28356,Overlapping malignant neoplasm of major salivary gland,4095312,Malignant tumor of nasopharynx,predicted_only
28356,Overlapping malignant neoplasm of major salivary gland,4178964,Malignant tumor of palate,predicted_only
73720,Overlapping malignant neoplasm of urinary system,4169598,Malignant tumor of urinary system,both
73720,Overlapping malignant neoplasm of urinary system,4003682,Overlapping malignant neoplasm of uterine cervix,predicted_only
73819,Pain of breast,77670,Chest pain,gs_only
73819,Pain of breast,4126244,Finding of sensation of breast,gs_only
73819,Pain of breast,4265765,Injury of breast,predicted_only
73819,Pain of breast,4128492,Lesion of breast,predicted_only
73231,Pain of temporomandibular joint,74396,Temporomandibular joint disorder,both
73231,Pain of temporomandibular joint,4168686,Jaw pain,gs_only
73231,Pain of temporomandibular joint,77074,Joint pain,gs_only
73231,Pain of temporomandibular joint,4317968,Pain in face,gs_only
73231,Pain of temporomandibular joint,4185204,Tenderness of temporomandibular joint,predicted_only
73291,Palindromic rheumatism of ankle and/or foot,40482662,Disorder of joint of ankle and/or foot,gs_only
73291,Palindromic rheumatism of ankle and/or foot,4094283,Lower limb joint arthritis,gs_only
73291,Palindromic rheumatism of ankle and/or foot,76196,Palindromic rheumatism,gs_only
73291,Palindromic rheumatism of ankle and/or foot,73291,Palindromic rheumatism of ankle and/or foot,predicted_only
73291,Palindromic rheumatism of ankle and/or foot,1074841,Palindromic rheumatism of joint of wrist region,predicted_only
73568,Palindromic rheumatism of shoulder region,1075361,Arthritis of shoulder region joint,gs_only
73568,Palindromic rheumatism of shoulder region,76196,Palindromic rheumatism,gs_only
73568,Palindromic rheumatism of shoulder region,37173822,Arthritis of joint of left shoulder region,predicted_only
73568,Palindromic rheumatism of shoulder region,73568,Palindromic rheumatism of shoulder region,predicted_only
30365,Panhypopituitarism,23164,Disorder of anterior pituitary,gs_only
30365,Panhypopituitarism,4254542,Hypopituitarism,gs_only
30365,Panhypopituitarism,36712925,Decline in functional status,predicted_only
30365,Panhypopituitarism,444107,Endocrine finding,predicted_only
30365,Panhypopituitarism,4150642,Post-infective hypopituitarism,predicted_only
73289,Pathological dislocation of multiple joints,75897,Polyarthropathy,both
73289,Pathological dislocation of multiple joints,77356,Pathological dislocation of joint,gs_only
73289,Pathological dislocation of multiple joints,4194597,Dislocation of hand joint,predicted_only
73289,Pathological dislocation of multiple joints,80004,Injury of hand,predicted_only
73289,Pathological dislocation of multiple joints,4054054,Joint injury,predicted_only
73571,Pathological fracture,75053,Fracture of bone,both
22955,Perforation of esophagus,4155764,Esophageal injury,gs_only
22955,Perforation of esophagus,4202064,Gastrointestinal perforation,gs_only
22955,Perforation of esophagus,4113545,Lesion of esophagus,gs_only
22955,Perforation of esophagus,22955,Perforation of esophagus,predicted_only
22955,Perforation of esophagus,4317841,Perforation of pharynx,predicted_only
22955,Perforation of esophagus,4340118,Rupture of esophagus,predicted_only
43531641,Permanent neonatal diabetes mellitus,193323,Neonatal diabetes mellitus,gs_only
43531641,Permanent neonatal diabetes mellitus,439156,Finding of neonate,predicted_only
43531641,Permanent neonatal diabetes mellitus,4115580,Finding of pancreas,predicted_only
27321,Persistent vomiting,4000609,Disorder of upper gastrointestinal tract,both
27321,Persistent vomiting,441408,Vomiting,gs_only
27321,Persistent vomiting,4134593,Chronic digestive system disorder,predicted_only
23799,Pharynx or nasopharynx edema,4056883,Edema of pharynx,gs_only
23799,Pharynx or nasopharynx edema,4245407,Edema of nasopharynx,predicted_only
25780,Pituitary dwarfism,373087,Central nervous system complication,both
25780,Pituitary dwarfism,23164,Disorder of anterior pituitary,both
25780,Pituitary dwarfism,37016351,Short stature co-occurrent and due to endocrine disorder,gs_only
25780,Pituitary dwarfism,4269698,Body measurement finding,predicted_only
25780,Pituitary dwarfism,435244,Developmental disorder,predicted_only
1450702,Plasmacytoma in remission,4188970,Chronic disease of immune function,predicted_only
1450702,Plasmacytoma in remission,4079274,Malignant white blood cell disorder,predicted_only
1450702,Plasmacytoma in remission,4023315,Non-malignant lymphocyte AND/OR plasma cell disorder,predicted_only
1450702,Plasmacytoma in remission,4216139,Plasmacytoma,predicted_only
73318,Polydactyly of fingers,4051577,Congenital anomaly of finger,gs_only
73318,Polydactyly of fingers,74740,Polydactyly,gs_only
73318,Polydactyly of fingers,73318,Polydactyly of fingers,predicted_only
73318,Polydactyly of fingers,761229,Polydactyly of fingers of bilateral hands,predicted_only
30678,Polyglandular activity in multiple endocrine adenomatosis,4316507,Neoplasm of uncertain behavior of multiple endocrine glands,both
30678,Polyglandular activity in multiple endocrine adenomatosis,22856,Polyglandular dysfunction,gs_only
30678,Polyglandular activity in multiple endocrine adenomatosis,193165,Disorder of adrenal gland,predicted_only
22856,Polyglandular dysfunction,4131812,Polyglandular dysfunction AND/OR related disorders,gs_only
22856,Polyglandular dysfunction,4223448,Autoimmune polyendocrinopathy,predicted_only
22856,Polyglandular dysfunction,193165,Disorder of adrenal gland,predicted_only
28179,Polyp of vocal cord or larynx,4313723,Polyp of larynx,both
28179,Polyp of vocal cord or larynx,374364,Disorder of middle ear,predicted_only
28179,Polyp of vocal cord or larynx,45757697,Ear lesion,predicted_only
28179,Polyp of vocal cord or larynx,4102112,Mass of ear structure,predicted_only
72693,Poor fetal growth affecting management,74104,Fetal condition affecting obstetrical care of mother,gs_only
72693,Poor fetal growth affecting management,4323285,Fetal disorder,gs_only
72693,Poor fetal growth affecting management,4271774,Relation of fetal size to dates - finding,predicted_only
26069,Postablative testicular hypofunction,4098451,Postsurgical testicular hypofunction,gs_only
26069,Postablative testicular hypofunction,36717157,Testicular hypofunction following procedure,gs_only
26069,Postablative testicular hypofunction,36712925,Decline in functional status,predicted_only
26069,Postablative testicular hypofunction,444107,Endocrine finding,predicted_only
26069,Postablative testicular hypofunction,4091204,Testicular finding,predicted_only
72717,Postoperative heterotopic calcification,4280820,Calcinosis,gs_only
72717,Postoperative heterotopic calcification,4030364,Extraskeletal calcification,gs_only
72717,Postoperative heterotopic calcification,4300243,Postoperative complication,gs_only
72717,Postoperative heterotopic calcification,441840,Clinical finding,predicted_only
73409,Primary anal syphilis,4160365,Anal infection,both
73409,Primary anal syphilis,4193166,Bacterial gastrointestinal infectious disease,both
73409,Primary anal syphilis,4200533,Bacterial infection by site,gs_only
73409,Primary anal syphilis,4080334,Primary extragenital syphilis,gs_only
73409,Primary anal syphilis,42537671,Disorder of anal canal,predicted_only
73409,Primary anal syphilis,4124509,Oral mucosal bacterial disease,predicted_only
73409,Primary anal syphilis,436033,Syphilis,predicted_only
25757,Primary malignant neoplasm of aortic body,4130063,Neoplasm of aortic body,gs_only
25757,Primary malignant neoplasm of aortic body,442122,Primary malignant neoplasm of paraganglion,gs_only
25757,Primary malignant neoplasm of aortic body,36715807,Neoplasm of cardiovascular system,predicted_only
25757,Primary malignant neoplasm of aortic body,25757,Primary malignant neoplasm of aortic body,predicted_only
27235,Primary malignant neoplasm of carotid body,40487047,Malignant neoplasm of carotid body,gs_only
27235,Primary malignant neoplasm of carotid body,30346,Primary malignant neoplasm of neck,gs_only
27235,Primary malignant neoplasm of carotid body,442122,Primary malignant neoplasm of paraganglion,gs_only
27235,Primary malignant neoplasm of carotid body,4054815,Neoplasm of temporal bone,predicted_only
27235,Primary malignant neoplasm of carotid body,4246802,Primary malignant neoplasm of bone of skull,predicted_only
27235,Primary malignant neoplasm of carotid body,27235,Primary malignant neoplasm of carotid body,predicted_only
26638,Primary malignant neoplasm of esophagus,4181343,Malignant tumor of esophagus,gs_only
26638,Primary malignant neoplasm of esophagus,4179720,Primary malignant neoplasm of gastrointestinal tract,gs_only
26638,Primary malignant neoplasm of esophagus,608068,Malignant mesenchymal neoplasm of esophagus,predicted_only
26638,Primary malignant neoplasm of esophagus,26638,Primary malignant neoplasm of esophagus,predicted_only
25486,Primary malignant neoplasm of islets of Langerhans,4112734,Malignant tumor of endocrine pancreas,gs_only
25486,Primary malignant neoplasm of islets of Langerhans,133420,Primary malignant neoplasm of endocrine gland,gs_only
25486,Primary malignant neoplasm of islets of Langerhans,199754,Primary malignant neoplasm of pancreas,gs_only
25486,Primary malignant neoplasm of islets of Langerhans,37110334,Primary malignant epithelial neoplasm of endocrine gland,predicted_only
25486,Primary malignant neoplasm of islets of Langerhans,25486,Primary malignant neoplasm of islets of Langerhans,predicted_only
25486,Primary malignant neoplasm of islets of Langerhans,42536743,Primary malignant neuroendocrine neoplasm of pancreas,predicted_only
26052,Primary malignant neoplasm of larynx,4178968,Malignant tumor of larynx,gs_only
26052,Primary malignant neoplasm of larynx,30346,Primary malignant neoplasm of neck,gs_only
26052,Primary malignant neoplasm of larynx,252840,Primary malignant neoplasm of upper respiratory tract,gs_only
26052,Primary malignant neoplasm of larynx,4177243,Malignant tumor of pharynx,predicted_only
26052,Primary malignant neoplasm of larynx,26052,Primary malignant neoplasm of larynx,predicted_only
30346,Primary malignant neoplasm of neck,4178979,Malignant tumor of neck,gs_only
30346,Primary malignant neoplasm of neck,439392,Primary malignant neoplasm,gs_only
30346,Primary malignant neoplasm of neck,4162251,Malignant neoplasm of skin head and neck,predicted_only
30346,Primary malignant neoplasm of neck,30346,Primary malignant neoplasm of neck,predicted_only
30346,Primary malignant neoplasm of neck,139750,Primary malignant neoplasm of skin,predicted_only
72566,"Primary malignant neoplasm of pelvic bones, sacrum and coccyx",4089769,"Malignant neoplasm of pelvic bones, sacrum and coccyx",gs_only
72566,"Primary malignant neoplasm of pelvic bones, sacrum and coccyx",76914,Primary malignant neoplasm of bone,gs_only
72566,"Primary malignant neoplasm of pelvic bones, sacrum and coccyx",198988,Primary malignant neoplasm of pelvis,gs_only
72566,"Primary malignant neoplasm of pelvic bones, sacrum and coccyx",4246803,Primary malignant neoplasm of bone of upper limb,predicted_only
72566,"Primary malignant neoplasm of pelvic bones, sacrum and coccyx",4246033,Primary malignant neoplasm of coccyx,predicted_only
72566,"Primary malignant neoplasm of pelvic bones, sacrum and coccyx",72566,"Primary malignant neoplasm of pelvic bones, sacrum and coccyx",predicted_only
28083,Primary malignant neoplasm of pharynx,4177243,Malignant tumor of pharynx,gs_only
28083,Primary malignant neoplasm of pharynx,252840,Primary malignant neoplasm of upper respiratory tract,gs_only
28083,Primary malignant neoplasm of pharynx,28083,Primary malignant neoplasm of pharynx,predicted_only
26361,Primary malignant neoplasm of pineal gland,4178977,Malignant tumor of pineal gland,gs_only
26361,Primary malignant neoplasm of pineal gland,380661,Primary malignant neoplasm of cerebrum,gs_only
26361,Primary malignant neoplasm of pineal gland,133420,Primary malignant neoplasm of endocrine gland,gs_only
26361,Primary malignant neoplasm of pineal gland,4241776,Carcinoma in situ of endocrine gland,predicted_only
26361,Primary malignant neoplasm of pineal gland,26361,Primary malignant neoplasm of pineal gland,predicted_only
24296,Primary malignant neoplasm of pituitary gland,4177235,Malignant tumor of pituitary gland,gs_only
24296,Primary malignant neoplasm of pituitary gland,380661,Primary malignant neoplasm of cerebrum,gs_only
24296,Primary malignant neoplasm of pituitary gland,133420,Primary malignant neoplasm of endocrine gland,gs_only
24296,Primary malignant neoplasm of pituitary gland,24296,Primary malignant neoplasm of pituitary gland,predicted_only
31509,Primary malignant neoplasm of tonsil,4181339,Malignant tumor of tonsil,gs_only
31509,Primary malignant neoplasm of tonsil,432254,Primary malignant neoplasm of Waldeyer's ring,gs_only
31509,Primary malignant neoplasm of tonsil,440345,Primary malignant neoplasm of lateral wall of oropharynx,gs_only
31509,Primary malignant neoplasm of tonsil,31509,Primary malignant neoplasm of tonsil,predicted_only
73854,Progressive myositis ossificans,4182033,Deposition in skeletal muscle,both
73854,Progressive myositis ossificans,4185186,Lesion of skeletal muscle,both
73854,Progressive myositis ossificans,4006473,Autosomal dominant hereditary disorder,gs_only
73854,Progressive myositis ossificans,4094389,"Ectopic bone tissue, congenital",gs_only
73854,Progressive myositis ossificans,4178826,Hereditary disorder of musculoskeletal system,gs_only
73854,Progressive myositis ossificans,4345568,Hereditary myositis ossificans,gs_only
73854,Progressive myositis ossificans,4196401,Muscular ossification,gs_only
73854,Progressive myositis ossificans,607417,Idiopathic muscular ossification,predicted_only
74126,Protrusio acetabuli of the pelvic region and thigh,77357,Intrapelvic protrusion of acetabulum,both
74126,Protrusio acetabuli of the pelvic region and thigh,761507,Arthropathy of left hip joint,predicted_only
72988,Pyogenic arthritis of hand,4177365,Infective arthritis of joint of hand,gs_only
72988,Pyogenic arthritis of hand,80482,Suppurative arthritis,gs_only
72988,Pyogenic arthritis of hand,1246240,Infective arthritis of hip,predicted_only
72988,Pyogenic arthritis of hand,72988,Pyogenic arthritis of hand,predicted_only
73838,Pyogenic arthritis of multiple sites,4266078,Infective polyarthritis,gs_only
73838,Pyogenic arthritis of multiple sites,80482,Suppurative arthritis,gs_only
73838,Pyogenic arthritis of multiple sites,1246240,Infective arthritis of hip,predicted_only
73838,Pyogenic arthritis of multiple sites,73838,Pyogenic arthritis of multiple sites,predicted_only
73300,Radial styloid tenosynovitis,4090616,Disorder of soft tissue of upper limb,gs_only
73300,Radial styloid tenosynovitis,4181064,Inflammatory disorder of extremity,gs_only
73300,Radial styloid tenosynovitis,4344503,Tendinitis AND/OR tenosynovitis of wrist AND/OR hand,gs_only
73300,Radial styloid tenosynovitis,4195698,Tenosynovitis,gs_only
73300,Radial styloid tenosynovitis,77630,Disorder of shoulder,predicted_only
73300,Radial styloid tenosynovitis,40481788,Tenosynovitis of wrist,predicted_only
72984,Reactive arthritis of joint of shoulder region due to and following dysentery,1075361,Arthritis of shoulder region joint,gs_only
72984,Reactive arthritis of joint of shoulder region due to and following dysentery,4079729,Reactive arthritis due to and following dysentery,gs_only
72984,Reactive arthritis of joint of shoulder region due to and following dysentery,4066954,Sexually acquired reactive arthritis of joint of shoulder region,predicted_only
73580,Reduction deformity of lower limb,37164303,Congenital deformity of lower limb,gs_only
73580,Reduction deformity of lower limb,138538,Longitudinal deficiency of limb,gs_only
73580,Reduction deformity of lower limb,40482430,Deformity of limb,predicted_only
73580,Reduction deformity of lower limb,4022922,Finding of lower limb,predicted_only
73297,Resolving infantile idiopathic scoliosis,4069935,Idiopathic scoliosis,gs_only
73297,Resolving infantile idiopathic scoliosis,4182166,Deformity of spine,predicted_only
73297,Resolving infantile idiopathic scoliosis,135930,Musculoskeletal finding,predicted_only
73754,Restless legs,193460,Disorder of lower limb,gs_only
73754,Restless legs,35626941,Sleep related movement disorder,gs_only
73754,Restless legs,72986,Disorder of lower leg,predicted_only
73754,Restless legs,372604,Movement disorder,predicted_only
73754,Restless legs,73754,Restless legs,predicted_only
72418,Scoliosis deformity of spine,73302,Curvature of spine,gs_only
72418,Scoliosis deformity of spine,4244662,Disorder of musculoskeletal system,gs_only
72418,Scoliosis deformity of spine,4006164,Lordosis and scoliosis deformity of spine,predicted_only
72332,Serous labyrinthitis,74052,Labyrinthitis,gs_only
72332,Serous labyrinthitis,36685152,Disorder of left ear,predicted_only
72332,Serous labyrinthitis,45770932,Labyrinthine hydrops,predicted_only
29783,Severe combined immunodeficiency disease,40483560,Combined immunodeficiency disease,gs_only
29783,Severe combined immunodeficiency disease,4263109,Congenital immunodeficiency disease,gs_only
29783,Severe combined immunodeficiency disease,4180159,Hereditary disorder of immune system,gs_only
29783,Severe combined immunodeficiency disease,4212886,Disorder of immune structure,predicted_only
29783,Severe combined immunodeficiency disease,29783,Severe combined immunodeficiency disease,predicted_only
72377,Shoulder girdle dystocia,4025199,Pelvic dystocia AND/OR uterine disorder,gs_only
72377,Shoulder girdle dystocia,4128846,Finding of structures of conception,predicted_only
72377,Shoulder girdle dystocia,37167863,Maternal disorder during labor,predicted_only
72377,Shoulder girdle dystocia,257370,Skeletal injury due to birth trauma,predicted_only
72377,Shoulder girdle dystocia,4114600,Traumatic arthropathy of shoulder,predicted_only
72711,Shoulder stiff,4119632,Decreased range of shoulder movement,gs_only
72711,Shoulder stiff,72404,Joint stiffness,gs_only
72711,Shoulder stiff,4127435,Decreased range of lumbar spine movement,predicted_only
72711,Shoulder stiff,77960,Joint finding,predicted_only
72711,Shoulder stiff,4185178,Joint stiffness of spine,predicted_only
72711,Shoulder stiff,72711,Shoulder stiff,predicted_only
29056,Sialoadenitis,25572,Disorder of salivary gland,gs_only
29056,Sialoadenitis,4181063,Inflammation of specific body organs,gs_only
29056,Sialoadenitis,4043371,Inflammatory disorder of digestive tract,gs_only
29056,Sialoadenitis,4181187,Inflammatory disorder of head,gs_only
29056,Sialoadenitis,4158189,Salivary gland finding,predicted_only
30441,Sialolithiasis,4196732,Calculus finding,both
30441,Sialolithiasis,4114483,Lesion of salivary gland,gs_only
30441,Sialolithiasis,4158189,Salivary gland finding,predicted_only
25518,Sickle cell trait,4214191,Hereditary hemoglobin S,gs_only
25518,Sickle cell trait,4047524,Heterozygous hemoglobinopathy,gs_only
25518,Sickle cell trait,4278669,Beta thalassemia,predicted_only
25518,Sickle cell trait,4130066,Hereditary hemoglobinopathy due to globin chain mutation,predicted_only
24006,Sickle cell-hemoglobin C disease,4049095,Double heterozygous sickling disorder,gs_only
24006,Sickle cell-hemoglobin C disease,4295183,Mixed hemoglobin disorder,gs_only
24006,Sickle cell-hemoglobin C disease,4176425,Hemoglobin C disease,predicted_only
24006,Sickle cell-hemoglobin C disease,4188474,Thalassemia with other hemoglobinopathy,predicted_only
22281,Sickle cell-hemoglobin SS disease,4031662,Anemia due to disturbance of hemoglobin synthesis,gs_only
22281,Sickle cell-hemoglobin SS disease,4207240,Anemia due to intrinsic red cell abnormality,gs_only
22281,Sickle cell-hemoglobin SS disease,4312008,Anemia due to substance,gs_only
22281,Sickle cell-hemoglobin SS disease,4048205,Homozygous hemoglobinopathy,gs_only
22281,Sickle cell-hemoglobin SS disease,4213628,Sickling disorder due to hemoglobin S,gs_only
22281,Sickle cell-hemoglobin SS disease,4216915,Hemoglobin S sickling disorder with crisis,predicted_only
22281,Sickle cell-hemoglobin SS disease,22281,Sickle cell-hemoglobin SS disease,predicted_only
46270436,Sinus node dysfunction,46270450,Chronic tophaceous gout caused by drug,gs_only
46270436,Sinus node dysfunction,46270454,Gout of elbow caused by drug,gs_only
46270436,Sinus node dysfunction,80494,Arthropathy associated with another disorder,predicted_only
46270436,Sinus node dysfunction,321462,Cardiac complication,predicted_only
46270436,Sinus node dysfunction,4134586,Chronic heart disease,predicted_only
46270436,Sinus node dysfunction,4250767,Chronic tophaceous gout,predicted_only
46270436,Sinus node dysfunction,4005650,Drug-induced lesion,predicted_only
46270436,Sinus node dysfunction,4299408,Gouty tophus,predicted_only
46270436,Sinus node dysfunction,4083695,Osteoarthritis of elbow,predicted_only
46270436,Sinus node dysfunction,4027255,Structural disorder of heart,predicted_only
72421,Solitary bone cyst,80509,Bone cyst,gs_only
72421,Solitary bone cyst,72421,Solitary bone cyst,predicted_only
26847,"Splinter of neck, without major open wound",4094328,Splinter in neck,both
26847,"Splinter of neck, without major open wound",4094473,Splinter in trunk,predicted_only
26847,"Splinter of neck, without major open wound",4055988,"Splinter of lower limb, without major open wound, infected",predicted_only
73889,Sprain of distal tibiofibular ligament,81151,Sprain of ankle,gs_only
73889,Sprain of distal tibiofibular ligament,4115535,Traumatic arthropathy of tibiofibular joint,gs_only
73889,Sprain of distal tibiofibular ligament,40492779,Closed traumatic dislocation of joint,predicted_only
73889,Sprain of distal tibiofibular ligament,4170312,"Dislocation of fibula, distal end",predicted_only
73889,Sprain of distal tibiofibular ligament,73889,Sprain of distal tibiofibular ligament,predicted_only
73045,Sprain of hand,40480937,Injury of ligament of hand,gs_only
73045,Sprain of hand,4179141,Lesion of joint,gs_only
73045,Sprain of hand,4018956,Sprain of wrist and/or hand,gs_only
73045,Sprain of hand,81937,Traumatic arthropathy of the hand,gs_only
73045,Sprain of hand,444130,Injury of foot,predicted_only
73045,Sprain of hand,4344273,Soft tissue lesion of foot region,predicted_only
73045,Sprain of hand,4016673,Sprain of ankle and/or foot,predicted_only
73045,Sprain of hand,73045,Sprain of hand,predicted_only
73338,Sprain of lateral collateral ligament of knee,40479766,Injury of lateral collateral ligament of knee,both
73338,Sprain of lateral collateral ligament of knee,4207505,Sprain of knee,gs_only
73338,Sprain of lateral collateral ligament of knee,36676836,Arthropathy of left knee joint,predicted_only
73338,Sprain of lateral collateral ligament of knee,4154161,Injury by mechanism,predicted_only
73338,Sprain of lateral collateral ligament of knee,36684940,Injury of left knee,predicted_only
73338,Sprain of lateral collateral ligament of knee,4179141,Lesion of joint,predicted_only
73338,Sprain of lateral collateral ligament of knee,4344497,Soft tissue lesion,predicted_only
24974,Stenosis of larynx,4115254,Lesion of larynx,gs_only
24974,Stenosis of larynx,321887,Disorder of artery,predicted_only
24974,Stenosis of larynx,4318716,Gastrointestinal stenosis,predicted_only
24974,Stenosis of larynx,24974,Stenosis of larynx,predicted_only
28060,Streptococcal sore throat,4193874,Bacterial infection of the digestive tract,gs_only
28060,Streptococcal sore throat,4207185,Bacterial upper respiratory infection,gs_only
28060,Streptococcal sore throat,4193318,Infective pharyngitis,gs_only
28060,Streptococcal sore throat,437779,Streptococcal infectious disease,gs_only
28060,Streptococcal sore throat,28060,Streptococcal sore throat,predicted_only
28714,Syndrome of diencephalo-hypophyseal origin,28385,Disorder of posterior pituitary,gs_only
28714,Syndrome of diencephalo-hypophyseal origin,373087,Central nervous system complication,predicted_only
28714,Syndrome of diencephalo-hypophyseal origin,4029449,Diencephalic syndrome,predicted_only
72712,Synovial cyst,4209224,Cyst,gs_only
72712,Synovial cyst,74135,Disorder of synovial membrane,gs_only
72712,Synovial cyst,4116964,Mass of musculoskeletal structure,gs_only
72712,Synovial cyst,40481517,Mass of soft tissue,gs_only
72712,Synovial cyst,4344497,Soft tissue lesion,gs_only
72712,Synovial cyst,36676837,Arthropathy of right knee joint,predicted_only
72712,Synovial cyst,4347174,Synovial cyst of knee,predicted_only
72415,Synovial plica,74135,Disorder of synovial membrane,gs_only
72415,Synovial plica,36676837,Arthropathy of right knee joint,predicted_only
72415,Synovial plica,4345587,Synovial plica of knee,predicted_only
30969,Testicular hyperfunction,26935,Disorder of endocrine testis,gs_only
30969,Testicular hyperfunction,4113644,Hypergonadism,gs_only
30969,Testicular hyperfunction,4208095,Congenital anomaly of testis,predicted_only
30969,Testicular hyperfunction,444107,Endocrine finding,predicted_only
30969,Testicular hyperfunction,4041284,Functional finding,predicted_only
30969,Testicular hyperfunction,4138110,Hypertrophy of testis,predicted_only
26662,Testicular hypofunction,4066814,Decreased hormone production,gs_only
26662,Testicular hypofunction,4175133,Male hypogonadism,gs_only
26662,Testicular hypofunction,36712925,Decline in functional status,predicted_only
26662,Testicular hypofunction,444107,Endocrine finding,predicted_only
26662,Testicular hypofunction,4199315,Incomplete spermatogenic arrest,predicted_only
26662,Testicular hypofunction,198197,Male infertility,predicted_only
30978,Thalassemia,4031662,Anemia due to disturbance of hemoglobin synthesis,gs_only
30978,Thalassemia,4144746,Hereditary hemoglobinopathy,gs_only
30978,Thalassemia,4278669,Beta thalassemia,predicted_only
30978,Thalassemia,4023612,Heterozygous thalassemia,predicted_only
25582,Tracheoesophageal fistula,4340670,Internal esophageal fistula,gs_only
25582,Tracheoesophageal fistula,4121300,Tracheal fistula,gs_only
25582,Tracheoesophageal fistula,4246743,Congenital esophagotracheal fistula,predicted_only
375736,"Trachoma, active stage",380640,Trachoma,gs_only
375736,"Trachoma, active stage",4080857,Conjunctival finding,predicted_only
73555,Transient arthropathy of the pelvic region and thigh,81930,Transient arthropathy,gs_only
73555,Transient arthropathy of the pelvic region and thigh,36674930,Acute gout,predicted_only
73555,Transient arthropathy of the pelvic region and thigh,74892,Articular gout,predicted_only
73555,Transient arthropathy of the pelvic region and thigh,46270563,Transient arthritis,predicted_only
73555,Transient arthropathy of the pelvic region and thigh,4115673,Transient arthropathy of elbow joint,predicted_only
73555,Transient arthropathy of the pelvic region and thigh,73555,Transient arthropathy of the pelvic region and thigh,predicted_only
73307,Transverse deficiency of lower limb,37109843,Absence of lower limb,gs_only
73307,Transverse deficiency of lower limb,201956,Congenital anomaly of lower limb,gs_only
73307,Transverse deficiency of lower limb,73307,Transverse deficiency of lower limb,predicted_only
73307,Transverse deficiency of lower limb,133593,Transverse deficiency of upper limb,predicted_only
74124,Traumatic arthropathy,4054054,Joint injury,gs_only
74124,Traumatic arthropathy,440921,Traumatic injury,gs_only
74124,Traumatic arthropathy,46270563,Transient arthritis,predicted_only
74124,Traumatic arthropathy,4116596,Transient arthropathy of acromioclavicular joint,predicted_only
72991,Traumatic arthropathy of multiple sites,75897,Polyarthropathy,gs_only
72991,Traumatic arthropathy of multiple sites,74124,Traumatic arthropathy,gs_only
72991,Traumatic arthropathy of multiple sites,80806,Climacteric arthritis of multiple sites,predicted_only
72708,Traumatic arthropathy of the shoulder region,40484571,Disorder of joint of shoulder region,gs_only
72708,Traumatic arthropathy of the shoulder region,76611,Injury of shoulder region,gs_only
72708,Traumatic arthropathy of the shoulder region,4162433,Traumatic arthropathy of upper extremity,gs_only
